,Age,Residents,Province,Interests,Shower,WashingMachine,DishWasher,EcoMode,WaterRecycling,GeneralRecycling,Meat,Gasoline,Pet,Garden,Estimation,AnnualWaterFootprint,DiaryWaterFootprint,AnnualCost,DiaryCost,AnnualDirectWaterFootprint,DiaryDirectWaterFootprint,DirectAnnualCost,DirectDiaryCost
374,Mayor de 65 años,3,Segovia,Ayudar al ecosistema,Menos de 5 minutos,Menos de 3 veces,Entre 3 y 5 a la semana,A veces,Buena idea! Voy a probarlo!,Siempre,1 vez cada 3 días,100 - 200 km,Menos de 50 €,100,Ni idea!,2461004,6742.48,4700518,12878.13,19470.66,53.34,37188.96,101.89
375,Mayor de 65 años,2,Asturias,Ayudar al ecosistema,Entre 5 y 10 minutos,Menos de 3 veces,Friego a mano,A veces,Si,A veces,1 vez cada 3 días,Menos de 100 km,Entre 50 y 100 €,1000,Entre 10€ y 40 €,2712250,7430.82,5180397,14192.87,143295.66,392.59,273694.71,749.85
376,Entre 36 y 65 años,2,Segovia,Ahorrar agua,Menos de 5 minutos,Menos de 3 veces,Entre 3 y 5 a la semana,Siempre,No,Siempre,1 vez al día,Menos de 100 km,No tengo mascota,0,Ni idea!,3204562,8779.62,6120713,16769.08,13807.99,37.83,26373.25,72.26
377,Mayor de 65 años,2,Madrid,Ayudar al ecosistema,Menos de 5 minutos,Menos de 3 veces,Friego a mano,Siempre,Buena idea! Voy a probarlo!,A veces,1 vez cada 3 días,Menos de 100 km,No tengo mascota,0,Menos de 10 €,2700992,7399.98,5158895,14133.96,137307.99,376.19,262258.25,718.52
378,Entre 18 y 35 años,2,Madrid,Conocer mi huella hídrica,Entre 5 y 10 minutos,Entre 3 y 5 veces,Entre 3 y 5 a la semana,Siempre,No,Siempre,Nunca!,Menos de 100 km,Menos de 50 €,0,Entre 10€ y 40 €,1739570,4765.95,3322579,9102.96,37532.99,102.83,71688.0,196.41
379,Entre 18 y 35 años,2,Segovia,Ayudar al ecosistema,Entre 11 y 15 minutos,Menos de 3 veces,Entre 3 y 5 a la semana,A veces,No,Siempre,1 vez al día,Menos de 100 km,No tengo mascota,0,Ni idea!,3211091,8797.51,6133184,16803.25,20337.33,55.72,38844.29,106.42
380,Mayor de 65 años,1,Valladolid,Ayudar al ecosistema,Menos de 5 minutos,Menos de 3 veces,1 vez al día,Siempre,No,Siempre,1 vez cada 3 días,Menos de 100 km,Menos de 50 €,600,Ni idea!,2399425,6573.77,4582902,12555.9,287.99,0.79,550.05,1.51
381,Entre 36 y 65 años,2,Asturias,Conocer mi huella hídrica,Menos de 5 minutos,Menos de 3 veces,Entre 3 y 5 a la semana,Siempre,No,Siempre,1 vez al día,100 - 200 km,No tengo mascota,0,Ni idea!,3249958,8903.99,6207420,17006.63,13807.99,37.83,26373.25,72.26
382,Entre 36 y 65 años,4,Jaén,Ahorrar agua,Menos de 5 minutos,Menos de 3 veces,Entre 3 y 5 a la semana,Siempre,Buena idea! Voy a probarlo!,A veces,1 vez cada 3 días,Menos de 100 km,No tengo mascota,0,Ni idea!,2577492,7061.62,4923010,13487.7,13807.99,37.83,26373.25,72.26
383,Mayor de 65 años,2,Segovia,Ahorrar agua,Menos de 5 minutos,Menos de 3 veces,Entre 3 y 5 a la semana,Siempre,Si,Siempre,1 vez cada 3 días,No uso coche,No tengo mascota,30,Menos de 10 €,2545948,6975.2,4862761,13322.63,13807.99,37.83,26373.25,72.26
384,Entre 36 y 65 años,4,Madrid,Ahorrar dinero,Entre 5 y 10 minutos,Más de 5,Friego a mano,No sabía que existía ese modo,No,Siempre,1 vez cada 3 días,Menos de 100 km,No tengo mascota,0,Entre 10€ y 40 €,2750912,7536.75,5254243,14395.19,187958.33,514.95,359000.42,983.56
385,Entre 18 y 35 años,2,Madrid,Ayudar al ecosistema,Entre 5 y 10 minutos,Menos de 3 veces,Friego a mano,No sabía que existía ese modo,No,Siempre,1 vez al día,Menos de 100 km,Menos de 50 €,0,Entre 10€ y 40 €,3172296,8691.22,6059085,16600.23,148958.33,408.11,284510.42,779.48
386,Mayor de 65 años,3,Asturias,Ayudar al ecosistema,Menos de 5 minutos,Entre 3 y 5 veces,Entre 3 y 5 a la semana,Siempre,No,Siempre,1 vez cada 3 días,Menos de 100 km,No tengo mascota,0,Ni idea!,2600162,7123.73,4966309,13606.33,37207.99,101.94,71067.25,194.7
387,Entre 36 y 65 años,1,Madrid,Ahorrar agua,Menos de 5 minutos,Menos de 3 veces,Friego a mano,No sabía que existía ese modo,No,Siempre,1 vez a la semana,Menos de 100 km,No tengo mascota,0,Entre 10€ y 40 €,2591137,7099.01,4949072,13559.1,148633.33,407.21,283889.67,777.78
388,Mayor de 65 años,2,Girona,Ahorrar agua,Entre 5 y 10 minutos,Menos de 3 veces,Friego a mano,Siempre,Si,Siempre,1 vez a la semana,No uso coche,Menos de 50 €,0,Entre 10€ y 40 €,2381726,6525.28,4549097,12463.28,137632.99,377.08,262879.0,720.22
389,Entre 36 y 65 años,3,Cádiz,Ayudar al ecosistema,Entre 11 y 15 minutos,Menos de 3 veces,1 vez al día,Siempre,Si,Siempre,1 vez cada 3 días,Menos de 100 km,No tengo mascota,5,Entre 10€ y 40 €,2563409,7023.04,4896111,13414.0,1154.65,3.16,2205.39,6.04
390,Mayor de 65 años,6,Madrid,Ahorrar agua,Menos de 5 minutos,Entre 3 y 5 veces,1 vez al día,Siempre,No,Siempre,1 vez cada 3 días,No uso coche,No tengo mascota,0,Ni idea!,2556378,7003.78,4882682,13377.21,23687.99,64.9,45244.05,123.96
391,Mayor de 65 años,5,Segovia,Ahorrar agua,Entre 5 y 10 minutos,Menos de 3 veces,Friego a mano,No sabía que existía ese modo,No,Siempre,1 vez a la semana,Menos de 100 km,Menos de 50 €,0,Más de 40 €,2424046,6641.22,4629927,12684.73,148958.33,408.11,284510.42,779.48
392,Entre 36 y 65 años,1,Madrid,Ayudar al ecosistema,Menos de 5 minutos,Menos de 3 veces,Entre 3 y 5 a la semana,Siempre,No,Siempre,1 vez a la semana,No uso coche,No tengo mascota,0,Menos de 10 €,2426048,6646.71,4633752,12695.21,13807.99,37.83,26373.25,72.26
393,Entre 36 y 65 años,4,Madrid,Ayudar al ecosistema,Entre 5 y 10 minutos,Entre 3 y 5 veces,Entre 3 y 5 a la semana,A veces,Buena idea! Voy a probarlo!,Siempre,1 vez cada 3 días,Menos de 100 km,No tengo mascota,0,Entre 10€ y 40 €,2606150,7140.14,4977746,13637.66,43195.66,118.34,82503.71,226.04
394,Entre 36 y 65 años,2,Madrid,Ayudar al ecosistema,Entre 11 y 15 minutos,Menos de 3 veces,1 vez al día,A veces,Si,Siempre,1 vez cada 3 días,Menos de 100 km,No tengo mascota,500,Más de 40 €,2572041,7046.69,4912599,13459.18,6817.33,18.68,13021.09,35.67
395,Entre 36 y 65 años,4,Segovia,Ahorrar agua,Entre 5 y 10 minutos,Entre 3 y 5 veces,Entre 3 y 5 a la semana,Siempre,Si,Siempre,1 vez cada 3 días,100 - 200 km,Menos de 50 €,100,Entre 10€ y 40 €,2478336,6789.96,4733622,12968.83,37532.99,102.83,71688.0,196.41
396,Entre 18 y 35 años,3,Granada,Ayudar al ecosistema,Entre 5 y 10 minutos,Menos de 3 veces,Friego a mano,No sabía que existía ese modo,Buena idea! Voy a probarlo!,Siempre,1 vez al día,100 - 200 km,No tengo mascota,0,Ni idea!,3385108,9274.27,6465557,17713.85,148958.33,408.11,284510.42,779.48
397,Entre 36 y 65 años,4,Jaén,Ayudar al ecosistema,Menos de 5 minutos,Menos de 3 veces,Entre 3 y 5 a la semana,Siempre,Buena idea! Voy a probarlo!,Siempre,1 vez cada 3 días,Menos de 100 km,No tengo mascota,15,Entre 10€ y 40 €,2576852,7059.87,4921787,13484.35,13807.99,37.83,26373.25,72.26
398,Entre 36 y 65 años,4,Madrid,Ahorrar agua,Menos de 5 minutos,Menos de 3 veces,1 vez al día,Siempre,Si,Siempre,1 vez al día,Menos de 100 km,No tengo mascota,100,Más de 40 €,3190912,8742.22,6094642,16697.65,287.99,0.79,550.05,1.51
399,Entre 36 y 65 años,5,Asturias,Conocer mi huella hídrica,Entre 5 y 10 minutos,Más de 5,1 vez al día,A veces,No,Siempre,1 vez a la semana,No uso coche,No tengo mascota,10,Entre 10€ y 40 €,2457576,6733.08,4693970,12860.19,45275.66,124.04,86476.51,236.92
400,Entre 18 y 35 años,2,Madrid,Ayudar al ecosistema,Entre 5 y 10 minutos,Menos de 3 veces,Entre 3 y 5 a la semana,Siempre,Si,Siempre,1 vez a la semana,No uso coche,No tengo mascota,0,Entre 10€ y 40 €,2425643,6645.6,4632978,12693.09,14132.99,38.72,26994.0,73.96
401,Entre 36 y 65 años,3,Segovia,Ayudar al ecosistema,Entre 5 y 10 minutos,Entre 3 y 5 veces,Entre 3 y 5 a la semana,Siempre,Buena idea! Voy a probarlo!,Siempre,1 vez al día,100 - 200 km,No tengo mascota,0,Entre 10€ y 40 €,3273683,8968.99,6252735,17130.78,37532.99,102.83,71688.0,196.41
402,Entre 36 y 65 años,5,Madrid,Ayudar al ecosistema,Entre 11 y 15 minutos,Entre 3 y 5 veces,1 vez al día,A veces,No,A veces,1 vez a la semana,Menos de 100 km,No tengo mascota,0,Entre 10€ y 40 €,2473451,6776.58,4724292,12943.27,30217.33,82.79,57715.09,158.12
403,Entre 36 y 65 años,4,Madrid,Ahorrar dinero,Entre 5 y 10 minutos,Entre 3 y 5 veces,Entre 3 y 5 a la semana,Siempre,No,Siempre,1 vez al día,Más de 200 km,Menos de 50 €,0,Entre 10€ y 40 €,3156706,8648.51,6029309,16518.65,37532.99,102.83,71688.0,196.41
404,Entre 36 y 65 años,2,Madrid,Ayudar al ecosistema,Entre 5 y 10 minutos,Menos de 3 veces,Entre 3 y 5 a la semana,Siempre,Si,Siempre,1 vez cada 3 días,Menos de 100 km,No tengo mascota,0,Ni idea!,2576357,7058.51,4920842,13481.76,14132.99,38.72,26994.0,73.96
405,Entre 36 y 65 años,4,Segovia,Ahorrar agua,Entre 5 y 10 minutos,Entre 3 y 5 veces,1 vez al día,Siempre,No,Siempre,1 vez cada 3 días,Menos de 100 km,No tengo mascota,0,Ni idea!,2586967,7087.58,4941107,13537.28,24012.99,65.79,45864.8,125.66
406,Mayor de 65 años,2,Madrid,Ahorrar agua,Entre 5 y 10 minutos,Menos de 3 veces,Friego a mano,No sabía que existía ese modo,Si,Siempre,1 vez cada 3 días,No uso coche,No tengo mascota,0,Ni idea!,2680918,7344.98,5120554,14028.92,148958.33,408.11,284510.42,779.48
407,Entre 18 y 35 años,3,Segovia,Ayudar al ecosistema,Entre 5 y 10 minutos,Menos de 3 veces,Entre 3 y 5 a la semana,A veces,No,A veces,1 vez cada 3 días,Menos de 100 km,No tengo mascota,3000,Entre 10€ y 40 €,2601480,7127.34,4968826,13613.22,19795.66,54.23,37809.71,103.59
408,Entre 36 y 65 años,3,Las Palmas,Ayudar al ecosistema,Entre 5 y 10 minutos,Entre 3 y 5 veces,Friego a mano,A veces,Si,A veces,1 vez cada 3 días,Menos de 100 km,Entre 50 y 100 €,0,Entre 10€ y 40 €,2729650,7478.49,5213631,14283.92,166695.66,456.7,318388.71,872.3
409,Entre 36 y 65 años,4,Segovia,Ayudar al ecosistema,Entre 5 y 10 minutos,Entre 3 y 5 veces,Entre 3 y 5 a la semana,A veces,No,Siempre,1 vez al día,Más de 200 km,Menos de 50 €,50,Ni idea!,3162669,8664.85,6040698,16549.86,43195.66,118.34,82503.71,226.04
410,Entre 18 y 35 años,2,Huelva,Conocer mi huella hídrica,Menos de 5 minutos,Entre 3 y 5 veces,Entre 3 y 5 a la semana,Siempre,Buena idea! Voy a probarlo!,Siempre,1 vez a la semana,Menos de 100 km,Menos de 50 €,0,Más de 40 €,2312295,6335.06,4416484,12099.96,37207.99,101.94,71067.25,194.7
411,Entre 36 y 65 años,2,Madrid,Ayudar al ecosistema,Menos de 5 minutos,Menos de 3 veces,Entre 3 y 5 a la semana,A veces,No,Siempre,1 vez a la semana,Menos de 100 km,No tengo mascota,0,Entre 10€ y 40 €,2461975,6745.14,4702372,12883.21,19470.66,53.34,37188.96,101.89
412,Entre 36 y 65 años,2,Segovia,Ayudar al ecosistema,Entre 5 y 10 minutos,Menos de 3 veces,1 vez al día,Siempre,Si,Siempre,1 vez al día,100 - 200 km,Menos de 50 €,50,Menos de 10 €,3068916,8407.99,5861630,16059.26,612.99,1.68,1170.8,3.21
413,Entre 36 y 65 años,4,Segovia,Ahorrar dinero,Entre 5 y 10 minutos,Menos de 3 veces,1 vez al día,Siempre,No,A veces,1 vez cada 3 días,Menos de 100 km,Menos de 50 €,0,Ni idea!,2396880,6566.8,4578041,12542.58,612.99,1.68,1170.8,3.21
414,Entre 36 y 65 años,1,León,Ayudar al ecosistema,Menos de 5 minutos,Menos de 3 veces,Entre 3 y 5 a la semana,A veces,No,A veces,1 vez cada 3 días,Más de 200 km,No tengo mascota,0,Ni idea!,2678991,7339.7,5116872,14018.83,19470.66,53.34,37188.96,101.89
415,Entre 36 y 65 años,4,Madrid,Ayudar al ecosistema,Menos de 5 minutos,Entre 3 y 5 veces,Entre 3 y 5 a la semana,Siempre,Buena idea! Voy a probarlo!,Siempre,1 vez cada 3 días,No uso coche,No tengo mascota,0,Entre 10€ y 40 €,2569898,7040.82,4908505,13447.96,37207.99,101.94,71067.25,194.7
416,Entre 36 y 65 años,4,Barcelona,Ahorrar dinero,Entre 5 y 10 minutos,Más de 5,1 vez al día,A veces,No,Siempre,1 vez cada 3 días,No uso coche,No tengo mascota,0,Más de 40 €,2577966,7062.92,4923914,13490.18,45275.66,124.04,86476.51,236.92
417,Mayor de 65 años,3,Segovia,Ahorrar agua,Menos de 5 minutos,Menos de 3 veces,Entre 3 y 5 a la semana,Siempre,Si,Siempre,1 vez cada 3 días,Menos de 100 km,No tengo mascota,40,Menos de 10 €,2576272,7058.28,4920679,13481.31,13807.99,37.83,26373.25,72.26
418,Entre 36 y 65 años,4,Madrid,Ahorrar agua,Menos de 5 minutos,Entre 3 y 5 veces,Friego a mano,Siempre,No,A veces,1 vez cada 3 días,Más de 200 km,No tengo mascota,0,Entre 10€ y 40 €,2820228,7726.65,5386635,14757.91,160707.99,440.3,306952.25,840.97
419,Entre 36 y 65 años,4,Madrid,Ahorrar agua,Entre 5 y 10 minutos,Entre 3 y 5 veces,Entre 3 y 5 a la semana,Siempre,Si,Siempre,1 vez cada 3 días,Menos de 100 km,No tengo mascota,0,Entre 10€ y 40 €,2599757,7122.62,4965536,13604.21,37532.99,102.83,71688.0,196.41
420,Entre 36 y 65 años,3,Cádiz,Conocer mi huella hídrica,Entre 5 y 10 minutos,Entre 3 y 5 veces,Friego a mano,A veces,No,A veces,1 vez a la semana,Menos de 100 km,No tengo mascota,100,Entre 10€ y 40 €,2610530,7152.14,4986112,13660.58,166695.66,456.7,318388.71,872.3
421,Entre 36 y 65 años,5,Cantabria,Conocer mi huella hídrica,Entre 5 y 10 minutos,Entre 3 y 5 veces,1 vez al día,Siempre,No,Siempre,1 vez cada 3 días,Más de 200 km,Menos de 50 €,0,Entre 10€ y 40 €,2515386,6891.47,4804388,13162.71,24012.99,65.79,45864.8,125.66
422,Entre 36 y 65 años,2,Madrid,Ayudar al ecosistema,Menos de 5 minutos,Menos de 3 veces,Entre 3 y 5 a la semana,Siempre,Buena idea! Voy a probarlo!,Siempre,1 vez al día,100 - 200 km,Menos de 50 €,0,Ni idea!,3082541,8445.32,5887654,16130.56,13807.99,37.83,26373.25,72.26
423,Entre 36 y 65 años,3,Valladolid,Conocer mi huella hídrica,Menos de 5 minutos,Menos de 3 veces,Entre 3 y 5 a la semana,A veces,Si,Siempre,1 vez cada 3 días,100 - 200 km,No tengo mascota,0,Menos de 10 €,2627091,7197.51,5017743,13747.24,19470.66,53.34,37188.96,101.89
424,Entre 36 y 65 años,5,Albacete,Ahorrar agua,Entre 5 y 10 minutos,Menos de 3 veces,1 vez al día,Siempre,No,Siempre,1 vez al día,Más de 200 km,Menos de 50 €,500,Ni idea!,3122786,8555.58,5964522,16341.16,612.99,1.68,1170.8,3.21
425,Entre 36 y 65 años,5,Segovia,Ahorrar dinero,Menos de 5 minutos,Más de 5,Entre 3 y 5 a la semana,A veces,No,A veces,1 vez al día,Menos de 100 km,No tengo mascota,0,Entre 10€ y 40 €,3249955,8903.99,6207413,17006.61,58470.66,160.19,111678.96,305.97
426,Entre 36 y 65 años,4,Barcelona,Ahorrar dinero,Menos de 5 minutos,Más de 5,Entre 3 y 5 a la semana,Siempre,Si,Siempre,1 vez cada 3 días,Menos de 100 km,Menos de 50 €,0,Más de 40 €,2447615,6705.8,4674945,12808.07,52807.99,144.68,100863.25,276.34
427,Entre 36 y 65 años,4,Segovia,Ahorrar agua,Menos de 5 minutos,Más de 5,1 vez al día,A veces,Si,Siempre,1 vez cada 3 días,Más de 200 km,No tengo mascota,380,Ni idea!,2705291,7411.76,5167105,14156.45,44950.66,123.15,85855.76,235.22
428,Entre 36 y 65 años,5,Valladolid,Ayudar al ecosistema,Menos de 5 minutos,Más de 5,Entre 3 y 5 a la semana,A veces,No,Siempre,1 vez al día,No uso coche,No tengo mascota,0,Entre 10€ y 40 €,3218961,8819.07,6148215,16844.42,58470.66,160.19,111678.96,305.97
429,Entre 36 y 65 años,3,Madrid,Conocer mi huella hídrica,Menos de 5 minutos,Menos de 3 veces,Entre 3 y 5 a la semana,A veces,No,A veces,1 vez cada 3 días,Menos de 100 km,No tengo mascota,0,Ni idea!,2583155,7077.14,4933825,13517.33,19470.66,53.34,37188.96,101.89
430,Mayor de 65 años,1,Madrid,Conocer mi huella hídrica,Entre 5 y 10 minutos,Menos de 3 veces,Friego a mano,Siempre,Si,Siempre,1 vez a la semana,No uso coche,No tengo mascota,0,Entre 10€ y 40 €,2549143,6983.95,4868863,13339.35,137632.99,377.08,262879.0,720.22
431,Entre 36 y 65 años,3,Madrid,Conocer mi huella hídrica,Entre 5 y 10 minutos,Menos de 3 veces,Entre 3 y 5 a la semana,A veces,No,Siempre,1 vez cada 3 días,No uso coche,No tengo mascota,0,Ni idea!,2552486,6993.11,4875248,13356.84,19795.66,54.23,37809.71,103.59
432,Mayor de 65 años,2,Segovia,Ayudar al ecosistema,Menos de 5 minutos,Menos de 3 veces,Entre 3 y 5 a la semana,No sabía que existía ese modo,No,Siempre,1 vez cada 3 días,Menos de 100 km,No tengo mascota,10,Menos de 10 €,2588147,7090.81,4943361,13543.46,25133.33,68.86,48004.67,131.52
433,Entre 36 y 65 años,4,Cantabria,Ayudar al ecosistema,Menos de 5 minutos,Entre 3 y 5 veces,Entre 3 y 5 a la semana,Siempre,No,Siempre,1 vez cada 3 días,Más de 200 km,No tengo mascota,12,Entre 10€ y 40 €,2696070,7386.49,5149494,14108.2,37207.99,101.94,71067.25,194.7
434,Entre 36 y 65 años,4,Segovia,Ayudar al ecosistema,Entre 5 y 10 minutos,Más de 5,1 vez al día,Siempre,Si,Siempre,1 vez cada 3 días,100 - 200 km,Menos de 50 €,20,Entre 10€ y 40 €,2479936,6794.35,4736678,12977.2,39612.99,108.53,75660.8,207.29
435,Entre 36 y 65 años,3,Madrid,Ayudar al ecosistema,Menos de 5 minutos,Menos de 3 veces,Entre 3 y 5 a la semana,Siempre,No,A veces,1 vez cada 3 días,Menos de 100 km,No tengo mascota,0,Entre 10€ y 40 €,2577492,7061.62,4923010,13487.7,13807.99,37.83,26373.25,72.26
436,Entre 18 y 35 años,2,Segovia,Ahorrar agua,Entre 5 y 10 minutos,Menos de 3 veces,Entre 3 y 5 a la semana,Siempre,Buena idea! Voy a probarlo!,Siempre,1 vez al día,Menos de 100 km,Entre 50 y 100 €,0,Entre 10€ y 40 €,3204887,8780.51,6121334,16770.78,14132.99,38.72,26994.0,73.96
437,Entre 36 y 65 años,3,Albacete,Conocer mi huella hídrica,Menos de 5 minutos,Menos de 3 veces,Friego a mano,No sabía que existía ese modo,No,A veces,1 vez al día,Más de 200 km,Entre 50 y 100 €,50,Menos de 10 €,3436253,9414.39,6563244,17981.49,148633.33,407.21,283889.67,777.78
438,Entre 36 y 65 años,5,Segovia,Ahorrar dinero,Menos de 5 minutos,Entre 3 y 5 veces,1 vez al día,A veces,No,Siempre,1 vez al día,Menos de 100 km,No tengo mascota,0,Menos de 10 €,3220105,8822.2,6150400,16850.41,29350.66,80.41,56059.76,153.59
439,Entre 36 y 65 años,4,Gipuzkoa,Ayudar al ecosistema,Menos de 5 minutos,Menos de 3 veces,Friego a mano,Siempre,Buena idea! Voy a probarlo!,Siempre,1 vez cada 3 días,Menos de 100 km,Menos de 50 €,0,Entre 10€ y 40 €,2532845,6939.3,4837735,13254.07,137307.99,376.19,262258.25,718.52
440,Entre 36 y 65 años,1,Valladolid,Ayudar al ecosistema,Menos de 5 minutos,Menos de 3 veces,Friego a mano,Siempre,Si,Siempre,Nunca!,No uso coche,Menos de 50 €,0,Ni idea!,1808351,4954.39,3453951,9462.88,137307.99,376.19,262258.25,718.52
441,Entre 36 y 65 años,1,Segovia,Ayudar al ecosistema,Entre 5 y 10 minutos,Entre 3 y 5 veces,Friego a mano,No sabía que existía ese modo,Buena idea! Voy a probarlo!,Siempre,1 vez cada 3 días,100 - 200 km,No tengo mascota,0,Menos de 10 €,2780708,7618.38,5311153,14551.1,172358.33,472.21,329204.42,901.93
442,Entre 36 y 65 años,3,Segovia,Ahorrar agua,Entre 5 y 10 minutos,Menos de 3 veces,Entre 3 y 5 a la semana,Siempre,Buena idea! Voy a probarlo!,Siempre,1 vez cada 3 días,Menos de 100 km,Menos de 50 €,0,Entre 10€ y 40 €,2409670,6601.84,4602470,12609.51,14132.99,38.72,26994.0,73.96
443,Entre 18 y 35 años,3,Segovia,Ayudar al ecosistema,Menos de 5 minutos,Entre 3 y 5 veces,Entre 3 y 5 a la semana,A veces,Buena idea! Voy a probarlo!,Siempre,1 vez cada 3 días,No uso coche,No tengo mascota,0,Ni idea!,2575561,7056.33,4919321,13477.59,42870.66,117.45,81882.96,224.34
444,Entre 36 y 65 años,2,Madrid,Ayudar al ecosistema,Menos de 5 minutos,Menos de 3 veces,Entre 3 y 5 a la semana,A veces,No,Siempre,1 vez cada 3 días,100 - 200 km,Menos de 50 €,0,Entre 10€ y 40 €,2460404,6740.83,4699372,12874.99,19470.66,53.34,37188.96,101.89
445,Entre 36 y 65 años,3,Segovia,Ahorrar dinero,Más de 15 minutos,Más de 5,1 vez al día,A veces,Si,A veces,1 vez al día,Menos de 100 km,No tengo mascota,0,Entre 10€ y 40 €,3237438,8869.69,6183507,16941.11,46683.99,127.9,89166.43,244.29
446,Entre 18 y 35 años,2,Segovia,Ayudar al ecosistema,Menos de 5 minutos,Menos de 3 veces,Entre 3 y 5 a la semana,Siempre,Buena idea! Voy a probarlo!,Siempre,1 vez cada 3 días,Más de 200 km,Más de 100 €,0,Entre 10€ y 40 €,2887848,7911.91,5515790,15111.75,13807.99,37.83,26373.25,72.26
447,Entre 36 y 65 años,4,Asturias,Conocer mi huella hídrica,Entre 5 y 10 minutos,Entre 3 y 5 veces,1 vez al día,Siempre,No,Siempre,1 vez cada 3 días,Menos de 100 km,No tengo mascota,0,Entre 10€ y 40 €,2586967,7087.58,4941107,13537.28,24012.99,65.79,45864.8,125.66
448,Entre 36 y 65 años,2,Segovia,Ayudar al ecosistema,Menos de 5 minutos,Menos de 3 veces,Entre 3 y 5 a la semana,No sabía que existía ese modo,Si,Siempre,1 vez cada 3 días,100 - 200 km,Menos de 50 €,50,Menos de 10 €,2465637,6755.17,4709366,12902.37,25133.33,68.86,48004.67,131.52
449,Entre 36 y 65 años,4,Asturias,Ahorrar agua,Menos de 5 minutos,Entre 3 y 5 veces,Entre 3 y 5 a la semana,Siempre,No,Nunca!,1 vez cada 3 días,Menos de 100 km,No tengo mascota,20,Entre 10€ y 40 €,2601742,7128.06,4969327,13614.6,37207.99,101.94,71067.25,194.7
450,Entre 36 y 65 años,1,Segovia,Ayudar al ecosistema,Menos de 5 minutos,Menos de 3 veces,Friego a mano,Siempre,Buena idea! Voy a probarlo!,Siempre,1 vez al día,Menos de 100 km,No tengo mascota,0,Menos de 10 €,3328062,9117.98,6356598,17415.34,137307.99,376.19,262258.25,718.52
451,Entre 36 y 65 años,2,Madrid,Ayudar al ecosistema,Entre 5 y 10 minutos,Menos de 3 veces,Entre 3 y 5 a la semana,A veces,Si,Siempre,1 vez cada 3 días,Menos de 100 km,No tengo mascota,0,Menos de 10 €,2582020,7074.03,4931658,13511.39,19795.66,54.23,37809.71,103.59
452,Entre 36 y 65 años,2,Madrid,Ayudar al ecosistema,Entre 5 y 10 minutos,Menos de 3 veces,Entre 3 y 5 a la semana,Siempre,No,Siempre,1 vez a la semana,No uso coche,Entre 50 y 100 €,0,Ni idea!,2426373,6647.6,4634372,12696.91,14132.99,38.72,26994.0,73.96
453,Entre 18 y 35 años,2,Madrid,Ayudar al ecosistema,Menos de 5 minutos,Menos de 3 veces,Friego a mano,No sabía que existía ese modo,Si,Siempre,1 vez al día,100 - 200 km,No tengo mascota,0,Entre 10€ y 40 €,3384053,9271.38,6463542,17708.33,148633.33,407.21,283889.67,777.78
454,Entre 18 y 35 años,2,Madrid,Ahorrar dinero,Entre 5 y 10 minutos,Entre 3 y 5 veces,Friego a mano,A veces,No,Siempre,Nunca!,No uso coche,No tengo mascota,0,Entre 10€ y 40 €,2005886,5495.58,3831242,10496.55,166695.66,456.7,318388.71,872.3
